,Residual
2019-09-10,-0.003696966129021112
2019-09-11,0.001793703177620334
2019-09-12,-0.002867551758457102
2019-09-13,-0.0007651878474237029
2019-09-16,-0.001241347487776644
2019-09-17,-0.000275585979236501
2019-09-18,-0.002527519770858985
2019-09-19,0.0024800917974077304
2019-09-20,-0.0004138924208392748
2019-09-23,0.0020284672230372475
2019-09-24,-0.002058478400883197
2019-09-25,0.004519304909444853
2019-09-26,-0.0021587062919481356
2019-09-27,-0.0018036165588330728
2019-09-30,0.0023245831789296123
2019-10-01,-0.0018081491291472764
2019-10-02,0.004494942257671804
2019-10-03,0.005426643448957479
2019-10-04,0.004848106782504559
2019-10-07,-0.004087090554366119
2019-10-08,-0.0019525179449998292
2019-10-09,0.004137239921101881
2019-10-10,-0.00017785386696594734
2019-10-11,-0.002009369987047595
2019-10-14,0.006274617778890783
2019-10-15,-0.005413512689653796
2019-10-16,-0.0024933664506347738
2019-10-17,-0.003723871509204557
2019-10-18,-6.364859999350141e-05
2019-10-21,-0.000999222403662593
2019-10-22,-0.00035296765613312183
2019-10-23,-0.0013209722996568272
2019-10-24,-0.002156213919036436
2019-10-25,-0.0009303295193051992
2019-10-28,-0.0013836543592865048
2019-10-29,0.0016183517483349345
2019-10-30,-0.0017874925110953396
2019-10-31,-0.001010901937952586
2019-11-01,0.00018239454991648453
2019-11-04,0.00197560977659358
2019-11-05,0.00043314371864732
2019-11-06,-0.003270347350648111
2019-11-07,-0.0024692037802731374
2019-11-08,0.00214235067764882
2019-11-11,-0.0012182300552388732
2019-11-12,0.00018889534309958836
2019-11-13,-0.0010290358764236066
2019-11-14,-0.0007912897382229434
2019-11-15,-0.0013216947600638148
2019-11-18,-0.00014878087188923382
2019-11-19,-0.0012294118627284266
2019-11-20,-0.0013420143003681365
2019-11-21,0.0016648537160336542
2019-11-22,-0.0009586538834826189
2019-11-25,-0.0020936502731096684
2019-11-26,0.00038285853452319114
2019-11-27,-0.0020547185629094782
2019-11-29,-0.0023784492562211896
2019-12-02,-0.001541294800938165
2019-12-03,0.0018625113228338819
2019-12-04,0.007372055370856438
2019-12-05,-9.730881276536797e-05
2019-12-06,-0.002723490124188488
2019-12-09,0.002061215182388918
2019-12-10,-0.003926965861853562
2019-12-11,-0.002600872655435132
2019-12-12,-0.0018851288192710744
2019-12-13,0.0039231272573568565
2019-12-16,-0.0009436251537969786
2019-12-17,0.0011895106337056162
2019-12-18,-0.0037274196552941237
2019-12-19,-0.0022133029929990236
2019-12-20,-0.002501554656732392
2019-12-23,3.395567553351759e-05
2019-12-24,-0.0026162264806730024
2019-12-26,-0.002719468398291857
2019-12-27,-0.00046617358849473586
2019-12-30,0.0004341470521057548
2019-12-31,0.0015411028499715271
2020-01-02,-0.00172697019670073
2020-01-03,0.002529704454718248
2020-01-06,0.0019682618808120394
2020-01-07,-0.0010333347928999734
2020-01-08,-0.000934249514202584
2020-01-09,0.0003127795054461407
2020-01-10,-0.00015379863637316783
2020-01-13,-0.002020612023920048
2020-01-14,-0.0019116956397996435
2020-01-15,-9.006109943226603e-05
2020-01-16,-0.00017030835136795826
2020-01-17,0.0007284141477051269
2020-01-21,-0.0016423465045881207
2020-01-22,-0.0007192075032067743
2020-01-23,0.0004502026346682791
2020-01-24,0.0012795747938474083
2020-01-27,0.001842269645650531
2020-01-28,0.008914179642031731
2020-01-29,-0.0023890515485736775
2020-01-30,-0.002351734207656473
2020-01-31,-5.4754687762178546e-05
2020-02-03,0.0016314700347956745
2020-02-04,0.0017469164570779565
2020-02-05,0.0049580628291888505
2020-02-06,-0.0010074428738447976
2020-02-07,-0.005715984591339393
2020-02-10,-0.001706782627934781
2020-02-11,-0.003383088583742526
2020-02-12,-0.00022103955933944208
2020-02-13,7.878611410193706e-05
2020-02-14,-0.0004620471293341026
2020-02-18,-0.0024292550662298393
2020-02-19,0.0006261313680152756
2020-02-20,-0.0008743252712050623
2020-02-21,0.002504178423221352
2020-02-24,0.003215818295795316
2020-02-25,0.02093847963990006
2020-02-26,-0.0009810926979723772
2020-02-27,0.008441077358102955
2020-02-28,0.017756429317172397
2020-03-02,0.026347672685517264
