,Residual
2018-12-13,-0.0024134156527931844
2018-12-14,-0.005905680255131163
2018-12-17,-0.0025681200404721344
2018-12-18,0.0023571542421156264
2018-12-19,-0.00023897417020057703
2018-12-20,0.00882707475487984
2018-12-21,0.0023611878869789008
2018-12-24,-0.0006860357802276652
2018-12-26,-0.0014977783885367184
2018-12-27,0.005793097215648892
2018-12-28,0.004212888490913457
2018-12-31,-0.005147722514410893
2019-01-02,-0.008796989832843096
2019-01-03,0.002452860108097525
2019-01-04,0.004222615721759696
2019-01-07,0.0037920095620952894
2019-01-08,-0.011009514892240016
2019-01-09,0.00021592512401065467
2019-01-10,-0.004851684678760036
2019-01-11,-0.0006325564948618575
2019-01-14,-0.0037824883513755386
2019-01-15,-0.0017647499523274525
2019-01-16,-0.0015690836389517827
2019-01-17,-0.0027503416656366854
2019-01-18,-0.0006451055266064286
2019-01-22,-0.00027537081301951677
2019-01-23,0.002926166373884405
2019-01-24,0.001095855973604171
2019-01-25,-0.002623606427460099
2019-01-28,-7.461500700037954e-05
2019-01-29,0.004760808925331705
2019-01-30,-0.0030928365405628357
2019-01-31,0.002296073563136521
2019-02-01,-0.0025746424801141856
2019-02-04,-0.0013441293569987833
2019-02-05,-0.004235001587943961
2019-02-06,-0.001222083602473968
2019-02-07,-0.002058633286295175
2019-02-08,0.005098656984700899
2019-02-11,6.579618986599783e-05
2019-02-12,-0.0033216514960515767
2019-02-13,0.00355022026635635
2019-02-14,-0.00014472198257642864
2019-02-15,0.0005694544051834689
2019-02-19,0.0013788830841802314
2019-02-20,-0.003552758538309976
2019-02-21,-0.0024203858705944712
2019-02-22,0.00011769345568092386
2019-02-25,-0.0016567394636781071
2019-02-26,0.0011799649471646518
2019-02-27,-0.0004837745232341645
2019-02-28,-0.0012126595897251008
2019-03-01,-0.0025519840594254942
2019-03-04,0.0044302853776002436
2019-03-05,0.002618448870583422
2019-03-06,-0.0024179280293457964
2019-03-07,-0.0012827944095734718
2019-03-08,0.0018767044283742144
2019-03-11,0.002973025777814598
2019-03-12,-0.0017203724111216475
2019-03-13,-0.002936816643598875
2019-03-14,-0.00026383135766284635
2019-03-15,-0.0026044582497741497
2019-03-18,-0.0012837619670173018
2019-03-19,-0.000549699214341998
2019-03-20,0.002021445517295663
2019-03-21,0.001985134967530126
2019-03-22,-0.0011137763717390314
2019-03-25,0.004837579147859242
2019-03-26,0.0010305135640268862
2019-03-27,0.00311469089562871
2019-03-28,-0.0019809015289648105
2019-03-29,-0.0030316272321656446
2019-04-01,-0.0019489650433310883
2019-04-02,-6.512493620128897e-05
2019-04-03,-0.003975314985466006
2019-04-04,-0.00046578231526322057
2019-04-05,-0.002314815788433502
2019-04-08,-0.001811081528143181
2019-04-09,-3.018105094901042e-05
2019-04-10,0.0014408224558110005
2019-04-11,-0.0019965169514397814
2019-04-12,-0.0011591371921424115
2019-04-15,0.0037559155774705387
2019-04-16,-0.0027519987637715055
2019-04-17,-0.0005911688430442494
2019-04-18,-0.0006862481433111429
2019-04-22,-0.0006565320162675477
2019-04-23,-0.0025529006077187793
2019-04-24,-7.260673292422328e-05
2019-04-25,-0.0007532360730289258
2019-04-26,0.0014586221876572263
2019-04-29,-0.001410854337152401
2019-04-30,-0.002174396679708415
2019-05-01,0.0008934998868473515
2019-05-02,0.0016896226932975981
2019-05-03,0.0005054056770689213
2019-05-06,0.00028512536476828134
2019-05-07,0.007230371943326824
2019-05-08,0.00502923640531395
2019-05-09,-0.002572998466688468
