,Residual
2019-05-10,0.0033747224325827094
2019-05-13,0.00037710506176526215
2019-05-14,0.007817154494710123
2019-05-15,-0.004325794975760312
2019-05-16,-0.004496058788081944
2019-05-17,-0.0022104406499557708
2019-05-20,0.00037785248437207514
2019-05-21,-0.0012737883494433125
2019-05-22,-0.002121586810306204
2019-05-23,-0.002941371237219546
2019-05-24,0.0071695833280575605
2019-05-28,-0.0016183141408017895
2019-05-29,-0.0025464238331256977
2019-05-30,0.0019565799906823174
2019-05-31,-0.0017587913172439464
2019-06-03,0.0048421151618490525
2019-06-04,0.00022068899068678795
2019-06-05,-0.00027310899268485553
2019-06-06,-0.004730965088175164
2019-06-07,-0.002401748427125815
2019-06-10,0.0008886632083014382
2019-06-11,0.0003875661013650472
2019-06-12,0.0001107446502511232
2019-06-13,-0.004515725270405653
2019-06-14,0.00030522720564437125
2019-06-17,-0.0011195790561628598
2019-06-18,-0.00384340464658001
2019-06-19,0.006828471442189522
2019-06-20,-0.0026956953376094522
2019-06-21,0.0037857470736532735
2019-06-24,-0.0030404666778718675
2019-06-25,-0.0035504291907103042
2019-06-26,-5.21796311930443e-05
2019-06-27,0.0005424536167483
2019-06-28,-0.0011486851657082197
2019-07-01,-0.0002988469937810585
2019-07-02,0.007133111717749271
2019-07-03,-0.003368536784901837
2019-07-05,-0.0028153054416317717
2019-07-08,0.002412417087869879
2019-07-09,0.0002524165445088669
2019-07-10,-0.003048468341913151
2019-07-11,0.001257328326639575
2019-07-12,-0.0015184486328545964
2019-07-15,-0.0033097100560592983
2019-07-16,-0.0028199735220838344
2019-07-17,-0.0005035674019385128
2019-07-18,-0.00021443233219641325
2019-07-19,2.3799370202752697e-05
2019-07-22,0.0019196786845434221
2019-07-23,-0.0012068856220817607
2019-07-24,9.0901742243959e-05
2019-07-25,-0.0021649266432922053
2019-07-26,0.001420680562402481
2019-07-29,2.964404082699164e-05
2019-07-30,-0.002063116248038111
2019-07-31,0.0006341956297243019
2019-08-01,0.004108436358721079
2019-08-02,0.006968481092866942
2019-08-05,0.002015812801609637
2019-08-06,0.012152503358011324
2019-08-07,0.00026698842349431526
2019-08-08,0.0032368192232968343
2019-08-09,-0.008057083011680868
2019-08-12,-0.002823569542390157
2019-08-13,-0.0017502008349752542
2019-08-14,0.005219978134977019
2019-08-15,0.00537906312590674
2019-08-16,-0.004526049730324222
2019-08-19,-0.0038785292803396668
2019-08-20,0.0005396444157832192
2019-08-21,-0.0044988274569097274
2019-08-22,-0.0005507752735115206
2019-08-23,-0.0005223487296916549
2019-08-26,0.005440812890582342
2019-08-27,-0.0012841067691179518
2019-08-28,-0.0030304831907981816
2019-08-29,-0.0033219820424507246
2019-08-30,0.0027369889445783037
2019-09-03,-0.003591378903731841
2019-09-04,0.0016672392983457587
2019-09-05,-0.00015074214683718536
2019-09-06,0.0022688133216703585
2019-09-09,-0.00731279809224422
2019-09-10,-0.0025031181561214364
2019-09-11,0.0021959101982905096
2019-09-12,-0.003703256375659384
2019-09-13,-0.0005087910173417632
2019-09-16,-0.0010762011778942416
2019-09-17,-0.0002812367789579804
2019-09-18,-0.0025731457294506845
2019-09-19,0.0028704426160417636
2019-09-20,-0.0006544162546207556
2019-09-23,0.0019714148677775906
2019-09-24,-0.00223511630001378
2019-09-25,0.004883827824778362
2019-09-26,-0.002476104750667389
2019-09-27,-0.0016673263476025563
2019-09-30,0.0026682947600107643
2019-10-01,-0.002252328529948935
2019-10-02,0.004556107333420963
2019-10-03,0.0052396892896678805
2019-10-04,0.004594394955405236
2019-10-07,-0.00487854617340327
2019-10-08,-0.0016249382678948793
2019-10-09,0.003456790502378298
2019-10-10,-0.0012564688320471622
2019-10-11,-0.002821879084206504
2019-10-14,0.006093639450901205
2019-10-15,-0.006055900817397994
2019-10-16,-0.0020179877435834966
2019-10-17,-0.0038191355640394
2019-10-18,-0.0004038164986782415
2019-10-21,-0.0012469346507362434
2019-10-22,-0.00044056785750145374
2019-10-23,-0.0013191445791041444
2019-10-24,-0.0019629421330619335
2019-10-25,-0.0005925071565246283
2019-10-28,-0.001348405196821171
2019-10-29,0.0017190035042639277
2019-10-30,-0.001973186125280196
2019-10-31,-0.0007357650350242337
2019-11-01,0.0004408659010333802
2019-11-04,0.0018669928843451878
2019-11-05,0.00015168406675990318
2019-11-06,-0.0033108771121115148
2019-11-07,-0.0016381618295406679
2019-11-08,0.0025210506508744138
2019-11-11,-0.0016253744825383727
2019-11-12,0.00017745218262528797
2019-11-13,-0.0009224068922107313
2019-11-14,-0.0006528169725388156
2019-11-15,-0.0012406389624273059
2019-11-18,-1.1374470553040736e-05
2019-11-19,-0.0012555666602526404
2019-11-20,-0.0011918501767435733
2019-11-21,0.0018933118001997042
2019-11-22,-0.0011540439626530844
2019-11-25,-0.0020274919113767087
2019-11-26,0.0008734941679918191
2019-11-27,-0.0021618993557478133
2019-11-29,-0.002154566294202938
2019-12-02,-0.0010906571437428354
2019-12-03,0.0020247174473482232
2019-12-04,0.007093261629838858
2019-12-05,4.560775858353759e-05
2019-12-06,-0.00280336919575197
2019-12-09,0.0029530003197442457
2019-12-10,-0.0045891823128726104
2019-12-11,-0.002105319173111247
2019-12-12,-0.00148368781141852
2019-12-13,0.0038847111324765426
2019-12-16,-0.0013041163737049777
2019-12-17,0.0012446286319777967
2019-12-18,-0.003761264848978225
2019-12-19,-0.001504459877281851
2019-12-20,-0.0021402988209906337
2019-12-23,0.00014522218050669073
2019-12-24,-0.002740563166658329
2019-12-26,-0.0023267548142860243
2019-12-27,0.00011178284956983933
2019-12-30,0.0003956345353389682
2019-12-31,0.0013270947012119236
2020-01-02,-0.0019068789007133623
2020-01-03,0.0029479916909617345
2020-01-06,0.0018209233898788596
2020-01-07,-0.0012940380585669351
2020-01-08,-0.0007556595629556071
2020-01-09,0.0005230418748106407
2020-01-10,-0.0003822380940877255
2020-01-13,-0.0021493110248448737
2020-01-14,-0.0015787636518583784
2020-01-15,0.00019965379575654241
2020-01-16,-0.0003073887898030359
2020-01-17,0.0006354583758714687
2020-01-21,-0.001720320555825227
2020-01-22,-0.00040846520692829763
2020-01-23,0.0005675180797635798
2020-01-24,0.0011130543175061607
2020-01-27,0.0016227569148136627
2020-01-28,0.008750899702588858
2020-01-29,-0.0019558161193463253
2020-01-30,-0.0023724682421351374
2020-01-31,6.192559533723437e-05
2020-02-03,0.0006949991089877216
2020-02-04,0.0010062141930670503
2020-02-05,0.004511277587823418
2020-02-06,-0.001499424268433745
2020-02-07,-0.006272442379091544
2020-02-10,-0.0007512191236859235
2020-02-11,-0.004009382526074794
2020-02-12,-0.00015415616298214418
2020-02-13,-8.613621270127034e-05
2020-02-14,-0.000608053363324295
2020-02-18,-0.002394840368791361
2020-02-19,0.0010941582146625382
2020-02-20,-0.0010466404366055674
2020-02-21,0.002475286002989056
2020-02-24,0.002994685529339904
2020-02-25,0.02073331812427673
2020-02-26,0.0021119227045830885
2020-02-27,0.007055451906299748
2020-02-28,0.015833157862301696
2020-03-02,0.025161523490680647
