,Residuals
2018-12-13,-0.005416353924199437
2018-12-14,-0.0035251756445015027
2018-12-17,0.0018682547093735458
2018-12-18,0.004544168599276302
2018-12-19,-0.0012196100685302937
2018-12-20,0.011143480249085208
2018-12-21,-0.0010605577059000781
2018-12-24,0.0002424568676343171
2018-12-26,-4.17397073960539e-05
2018-12-27,-0.004417223458073693
2018-12-28,0.002918022656319935
2018-12-31,-0.0025339351477081124
2019-01-02,-0.008383280986391253
2019-01-03,0.0036613917712297137
2019-01-04,0.004533344954288417
2019-01-07,-0.006106759733647022
2019-01-08,-0.004865669378963475
2019-01-09,-0.002343484243447317
2019-01-10,-0.00013210600756649333
2019-01-11,0.001717091694259678
2019-01-14,0.0005171362437471272
2019-01-15,0.0001856335865316654
2019-01-16,-0.0034476519966800366
2019-01-17,-0.002040228892933164
2019-01-18,-0.0024216754819269136
2019-01-22,-0.0023046725466633966
2019-01-23,0.005397493329429352
2019-01-24,0.0010275222891600539
2019-01-25,-0.0013314618298929807
2019-01-28,-0.0016735725683017662
2019-01-29,0.007275113182770304
2019-01-30,-0.0017201829018217586
2019-01-31,-0.001978065623267274
2019-02-01,-0.0011003987003045737
2019-02-04,6.89701717107756e-05
2019-02-05,-0.002996797184691585
2019-02-06,-0.0013013470709603496
2019-02-07,-0.00015861645715472108
2019-02-08,0.005895450766538577
2019-02-11,-7.904235030077242e-05
2019-02-12,-0.0027208929816796056
2019-02-13,-0.0022556315150606488
2019-02-14,-0.00044762552452686215
2019-02-15,0.003346962842488051
2019-02-19,-0.0025793496908228385
2019-02-20,-0.0010340465685113672
2019-02-21,-0.0006163189513100288
2019-02-22,0.001027407420745456
2019-02-25,-0.0017591684981981704
2019-02-26,-0.00039067972434880284
2019-02-27,-0.00025064733810248275
2019-02-28,-3.439332386701759e-05
2019-03-01,-0.0015799211459530502
2019-03-04,-0.00017895035523278436
2019-03-05,0.0023359916590582923
2019-03-06,-0.0006059150041253692
2019-03-07,-0.00015071324664973906
2019-03-08,0.0024039524718383193
2019-03-11,0.0036012964145315483
2019-03-12,-0.005420981052227945
2019-03-13,-0.0016749515881825327
2019-03-14,-0.0016597032040047096
2019-03-15,-0.0006415222590409357
2019-03-18,-0.0015444119897773945
2019-03-19,-0.0004432753938865986
2019-03-20,0.0008155121730797962
2019-03-21,0.0014027480162374815
2019-03-22,-0.0014931570432260496
2019-03-25,0.005945005971137495
2019-03-26,0.0006157559085204047
2019-03-27,-0.001633699411675205
2019-03-28,0.0011438596313339431
2019-03-29,-0.0018092746054889537
2019-04-01,-0.0023463123640766635
2019-04-02,-0.002911075772546949
2019-04-03,-0.0010145666921149432
2019-04-04,-0.0003844672687021572
2019-04-05,-0.0012593434521182383
2019-04-08,-0.0018335108431321214
2019-04-09,0.0011299577753566487
2019-04-10,0.0021312345912739804
2019-04-11,-0.0025454015668426345
2019-04-12,-0.0006508148824907276
2019-04-15,-0.0005489953331600174
2019-04-16,-0.0014217859436214016
2019-04-17,-0.0009195340769534099
2019-04-18,-0.00018379059110330614
2019-04-22,-0.0006033292984365265
2019-04-23,-0.0017973333514518528
2019-04-24,-0.0022760191583452447
2019-04-25,6.191810582584873e-05
2019-04-26,0.001625081272174732
2019-04-29,-0.001927501570985971
2019-04-30,-0.0018807994683661348
2019-05-01,0.0005316721282446176
2019-05-02,0.002138540120872642
2019-05-03,0.0009261231924627021
2019-05-06,-0.0028065418544510707
2019-05-07,0.008620472813828346
2019-05-08,0.004633746067420612
2019-05-09,-0.0012643694165467177
2019-05-10,0.004825931806889491
2019-05-13,-0.001161511580257615
2019-05-14,0.009078002452601597
2019-05-15,-0.00720184041147237
2019-05-16,-0.003344605502284055
2019-05-17,-0.004327405586215706
2019-05-20,0.002700468818330049
2019-05-21,0.0014669643303321777
2019-05-22,-0.004517444509240152
2019-05-23,-0.00012080122086013858
2019-05-24,0.008688427197575139
2019-05-28,-0.0031142646802936077
2019-05-29,-0.000631276902956346
2019-05-30,0.003171914658185374
2019-05-31,-0.0029103263714480745
2019-06-03,0.007658477465552937
2019-06-04,-0.000544081616764871
2019-06-05,-0.005661547273988799
2019-06-06,-0.002421553562206271
2019-06-07,-0.0009341374699374924
2019-06-10,-0.0010819354318959882
2019-06-11,-0.0008392855515774404
2019-06-12,0.0009442067197684518
2019-06-13,-0.001507523702006386
2019-06-14,-0.0007012341687933077
2019-06-17,0.0010075152985445047
2019-06-18,-0.0025242467640645572
2019-06-19,-0.0011380266613933493
2019-06-20,-0.0016617965502240028
2019-06-21,0.0006271580038236758
2019-06-24,-0.0003887830739534785
2019-06-25,-0.001746238164351658
2019-06-26,0.0016216915998351822
2019-06-27,-0.0002800039084338967
2019-06-28,-0.001867994753571653
2019-07-01,-0.0015581046956708736
2019-07-02,0.00037327501286580104
2019-07-03,-0.0015306097307292458
2019-07-05,-0.0027439214238047073
2019-07-08,0.003966563149238691
2019-07-09,0.0018202342063054445
2019-07-10,-0.0012335500775967714
2019-07-11,-0.0011524793221062563
2019-07-12,-0.0015100705750109764
2019-07-15,-0.0026745741928330966
2019-07-16,-0.002122079426734702
2019-07-17,-0.0003857709132050872
2019-07-18,0.00040797633791585805
2019-07-19,-0.000713294449166583
2019-07-22,0.0016660746192794689
2019-07-23,-0.0018754922022637403
2019-07-24,-0.0018087017511791365
2019-07-25,-0.0017877401703011876
2019-07-26,0.001797544493479802
2019-07-29,-0.0027814561315778613
2019-07-30,-0.0005087720226123835
2019-07-31,0.0015260984894396425
2019-08-01,0.004438599854219027
2019-08-02,0.006528034471657151
2019-08-05,0.0015566083184902942
2019-08-06,0.013356236783413557
2019-08-07,-0.005473447047158535
2019-08-08,0.0059733527797474345
2019-08-09,-0.011866004849360958
2019-08-12,-0.00021181170536106048
2019-08-13,0.0010277450324117105
2019-08-14,-0.0013155360528829489
2019-08-15,0.010525497713346151
2019-08-16,-0.003437802940402913
2019-08-19,-0.007049340348017021
2019-08-20,-0.0032359320175585826
2019-08-21,0.0020616214058456206
2019-08-22,-0.0032079121287001446
2019-08-23,0.0023729362424365396
2019-08-26,0.009509542706262832
2019-08-27,-0.0029127962390307046
2019-08-28,-0.0005373347855271186
2019-08-29,-0.002451041895002728
2019-08-30,-0.0017519462901359646
2019-09-03,-0.0005963642491278497
2019-09-04,0.005099742467153038
2019-09-05,-0.0032317274246205937
2019-09-06,-0.0023068355558248294
2019-09-09,-0.0020988688512508956
2019-09-10,-0.0006225350733762578
2019-09-11,0.0028546400659469158
2019-09-12,-0.003508305789055269
2019-09-13,0.0005110133693191996
2019-09-16,-0.0008367608032770935
2019-09-17,0.0005048559386366695
2019-09-18,-0.0023912229101709717
2019-09-19,0.002158622368979328
2019-09-20,-0.0009886378735765033
2019-09-23,0.0024318677306251375
2019-09-24,-0.001957373054573573
2019-09-25,0.0038134171569618285
2019-09-26,-0.0027116294726921113
2019-09-27,-0.0010096373375441513
2019-09-30,0.002645319405478694
2019-10-01,-0.0032711653814462335
2019-10-02,0.005386248339003211
2019-10-03,0.006200520188377988
2019-10-04,0.0031493116833586354
2019-10-07,-0.006378080089461178
2019-10-08,0.00045986492065623174
2019-10-09,0.005033743091239527
2019-10-10,-0.0040894525166714196
2019-10-11,-0.002141302926021076
2019-10-14,0.0008906681846556691
2019-10-15,-0.0023081571029880572
2019-10-16,-0.0025641698266745763
2019-10-17,-0.001158464641865147
2019-10-18,-0.0010961049089832121
2019-10-21,0.001008695695387138
2019-10-22,-0.002599214190096885
2019-10-23,0.0001060615658022776
2019-10-24,-0.00169112693358652
2019-10-25,-0.0002232963498805772
2019-10-28,-0.001963796919920451
2019-10-29,-0.0015767354631468595
2019-10-30,-0.000834952871474978
2019-10-31,-0.0010517388509009183
2019-11-01,0.0006154413209982518
2019-11-04,-0.0016619003337638204
2019-11-05,-0.00122988744533875
2019-11-06,-0.0012903588226856567
2019-11-07,-0.0010323130619727628
2019-11-08,-0.0001726677129385546
2019-11-11,-0.0004977139853841869
2019-11-12,0.0015435050656806152
2019-11-13,-0.0011638068686724745
2019-11-14,-0.000408176818215953
2019-11-15,-0.0008603670016592933
2019-11-18,-0.0023043304950717877
2019-11-19,-0.0003602667386519427
2019-11-20,-0.000722916203265258
2019-11-21,0.002052358017162549
2019-11-22,-0.0007161865292571391
2019-11-25,-0.0020395732102411555
2019-11-26,-0.002496970284847453
2019-11-27,-0.001611953427004511
2019-11-29,-0.002179449250465787
2019-12-02,-0.00022703925862237314
2019-12-03,0.002052944570326033
2019-12-04,0.007551904936616324
2019-12-05,-0.003261378171584066
2019-12-06,-0.0013768963704959974
2019-12-09,-0.0027407574097074727
2019-12-10,-0.0011543409160265114
2019-12-11,-0.0007182957577958862
2019-12-12,-0.0013805108428492727
2019-12-13,0.0007736387751393799
2019-12-16,-0.00012675243027687093
2019-12-17,-0.0026247927910732416
2019-12-18,-0.0016883212421429199
2019-12-19,-0.0006139543124651092
2019-12-20,-0.0022862012150872447
2019-12-23,-0.0018693444158656121
2019-12-24,-0.0015778135534075914
2019-12-26,-0.0017515864123242861
2019-12-27,-0.0017878512081144875
2019-12-30,0.0004307926759423695
2019-12-31,0.002096839658402759
2020-01-02,-0.002144743602582368
2020-01-03,-0.0004976437442658628
2020-01-06,0.0032390148092549635
2020-01-07,-0.0007970777293030622
2020-01-08,0.0001624888023300606
2020-01-09,-0.0004845715258445481
2020-01-10,-0.0020923925669828697
2020-01-13,-0.0007278326952904193
2020-01-14,-0.002673923447884605
2020-01-15,0.0006619610531139394
2020-01-16,-0.0006229752501054294
2020-01-17,-0.0025044319813261407
2020-01-21,-0.0010293331743549093
2020-01-22,0.0008614806906450381
2020-01-23,-0.000536990451760522
2020-01-24,0.002063650856568398
2020-01-27,0.001859697180574855
2020-01-28,0.009868885212729281
2020-01-29,-0.004743572885860246
2020-01-30,-0.0013849122961246702
2020-01-31,-9.912787230947125e-05
2020-02-03,0.0027354511033280456
2020-02-04,-0.0017376176477278283
2020-02-05,-0.0025375771581161053
2020-02-06,-0.001961732901270958
2020-02-07,-0.0018249686513008958
2020-02-10,0.0020706762121366273
2020-02-11,-0.0033275300783749684
2020-02-12,-0.0004082754718472037
2020-02-13,-0.0017620474511711856
2020-02-14,0.0010427265667826311
2020-02-18,-0.001863499148780267
2020-02-19,0.001371086196603582
2020-02-20,-0.0024092119836833558
2020-02-21,0.0029390768104283716
2020-02-24,0.004027336867271317
2020-02-25,0.0215213478602288
2020-02-26,0.004643173659406814
2020-02-27,0.004348787755678162
2020-02-28,0.014638689006991674
2020-03-02,0.014896576307147781
