,Residuals
2018-12-13,-0.004070129005237912
2018-12-14,-0.002506253799840267
2018-12-17,0.002575717139373851
2018-12-18,0.00508056849273896
2018-12-19,-0.0006659136522118771
2018-12-20,0.011728874229230662
2018-12-21,9.805879966318098e-05
2018-12-24,0.0015091039978852479
2018-12-26,0.0012998146288537744
2018-12-27,-0.0027223411694985208
2018-12-28,0.004297976353643734
2018-12-31,-0.0010904922591502015
2019-01-02,-0.007080121354602523
2019-01-03,0.00461664933601281
2019-01-04,0.005684813559091503
2019-01-07,-0.005194973512679253
2019-01-08,-0.004387221032706265
2019-01-09,-0.001616391861880554
2019-01-10,0.000300604621390063
2019-01-11,0.001990483298683201
2019-01-14,0.0006818993143900753
2019-01-15,0.0003512367101369167
2019-01-16,-0.0032134378733415757
2019-01-17,-0.001982919026981626
2019-01-18,-0.0024064120362515405
2019-01-22,-0.0024211349002803495
2019-01-23,0.005270613667154037
2019-01-24,0.0011543120788069178
2019-01-25,-0.001258786538444149
2019-01-28,-0.0017967581395848683
2019-01-29,0.00712996329988747
2019-01-30,-0.0014805666418892405
2019-01-31,-0.00191200831003366
2019-02-01,-0.0011853236775773227
2019-02-04,-5.4146947363092196e-05
2019-02-05,-0.0029995557621575963
2019-02-06,-0.0014409849211853214
2019-02-07,-0.0002392135784232319
2019-02-08,0.005853243693118291
2019-02-11,6.970942263938643e-05
2019-02-12,-0.002711431675644087
2019-02-13,-0.0023897685084986542
2019-02-14,-0.0006285062964767494
2019-02-15,0.003288530267172814
2019-02-19,-0.002492173706887244
2019-02-20,-0.0011288999100908044
2019-02-21,-0.0006971991946412228
2019-02-22,0.0009174524507879851
2019-02-25,-0.001785574287156243
2019-02-26,-0.0004456361381542876
2019-02-27,-0.00030336322262408634
2019-02-28,-8.723260862975772e-05
2019-03-01,-0.0016266539814246803
2019-03-04,-0.0002396930761943551
2019-03-05,0.0022946414024066523
2019-03-06,-0.0005738528275103694
2019-03-07,-0.00022032262418293647
2019-03-08,0.0023174982628980517
2019-03-11,0.003636434749610503
2019-03-12,-0.005273530336924524
2019-03-13,-0.0018937066881049513
2019-03-14,-0.0017372227698254036
2019-03-15,-0.0007995707267515499
2019-03-18,-0.0015769784775665485
2019-03-19,-0.0003882565814686146
2019-03-20,0.0008486947307520584
2019-03-21,0.0014332581437818846
2019-03-22,-0.0014832179687097533
2019-03-25,0.005863947379533262
2019-03-26,0.0007199257354750079
2019-03-27,-0.0015470635948328874
2019-03-28,0.0010315104638677795
2019-03-29,-0.0017419879464568473
2019-04-01,-0.0023799652396491065
2019-04-02,-0.0030400453226797006
2019-04-03,-0.0011706207325320184
2019-04-04,-0.00044075826775706595
2019-04-05,-0.0012505112544818724
2019-04-08,-0.0018138394477110933
2019-04-09,0.0011756750035606606
2019-04-10,0.002176566717593389
2019-04-11,-0.002488618829468329
2019-04-12,-0.0007221346339322064
2019-04-15,-0.0006092726256649241
2019-04-16,-0.0014914146460980222
2019-04-17,-0.0009598049307410705
2019-04-18,-0.0001625156910394338
2019-04-22,-0.0005940675282626192
2019-04-23,-0.0017954143612868576
2019-04-24,-0.002271427272391103
2019-04-25,0.00010381295335299507
2019-04-26,0.0017061028437066238
2019-04-29,-0.0018377390714300256
2019-04-30,-0.0018644079582222587
2019-05-01,0.0005510825205141097
2019-05-02,0.002148951841595556
2019-05-03,0.0009809105712208941
2019-05-06,-0.0028128315414587364
2019-05-07,0.00849812426870918
2019-05-08,0.004826499572382341
2019-05-09,-0.0008636185187219534
2019-05-10,0.004813615531501489
2019-05-13,-0.00055481732150813
2019-05-14,0.009645850315441296
2019-05-15,-0.006610522288429787
2019-05-16,-0.0028186578420763067
2019-05-17,-0.003744200214120597
2019-05-20,0.002656304104857921
2019-05-21,0.0016537312937842785
2019-05-22,-0.004361174634816409
2019-05-23,-0.0003068971663972289
2019-05-24,0.008675492989658879
2019-05-28,-0.002754105476883459
2019-05-29,-0.0006516314234858546
2019-05-30,0.003185497066613566
2019-05-31,-0.002691268591688906
2019-06-03,0.007605473569525133
2019-06-04,-0.00030896317920645847
2019-06-05,-0.005348059904421643
2019-06-06,-0.0025250882271649865
2019-06-07,-0.0010321773317059765
2019-06-10,-0.0011161196269972493
2019-06-11,-0.0008916349606659327
2019-06-12,0.0009254349819545022
2019-06-13,-0.001527173677008198
2019-06-14,-0.000783896032209741
2019-06-17,0.0009482135664365078
2019-06-18,-0.0025403665608472892
2019-06-19,-0.0012360476638796974
2019-06-20,-0.0016842232634820308
2019-06-21,0.0005984611613320491
2019-06-24,-0.00035090129540035027
2019-06-25,-0.0017151119669241467
