,Residuals
2019-06-26,0.0016251710209739456
2019-06-27,-0.0002648154342257802
2019-06-28,-0.0019067475515626904
2019-07-01,-0.001620333574630887
2019-07-02,0.0003205756593198969
2019-07-03,-0.0015339666829494473
2019-07-05,-0.002747339377653546
2019-07-08,0.004037641222472057
2019-07-09,0.0019222312576934698
2019-07-10,-0.0011603644213770505
2019-07-11,-0.001259399344623699
2019-07-12,-0.0016505559287788483
2019-07-15,-0.0027959818693212577
2019-07-16,-0.0021871039032330675
2019-07-17,-0.00031961255147212745
2019-07-18,0.0005235448546918237
2019-07-19,-0.0006017543681871166
2019-07-22,0.0017360344069313654
2019-07-23,-0.0018554156815227545
2019-07-24,-0.0018895396193331854
2019-07-25,-0.0018302219838809853
2019-07-26,0.0017777611065191764
2019-07-29,-0.0027225436923060536
2019-07-30,-0.00048773670528083103
2019-07-31,0.001579932426712072
2019-08-01,0.004473392202961512
2019-08-02,0.006628266201104993
2019-08-05,0.001805112655413655
2019-08-06,0.013592704707382587
2019-08-07,-0.004783162862047012
2019-08-08,0.0067979327487959346
2019-08-09,-0.010750426622615829
2019-08-12,2.386831970984521e-05
2019-08-13,0.0015140453592955034
2019-08-14,-0.0009272779160740766
2019-08-15,0.010530611605603365
2019-08-16,-0.0029685746876343963
2019-08-19,-0.0064683738753912885
2019-08-20,-0.003029164436155327
2019-08-21,0.0020339997752663874
2019-08-22,-0.0029937060738934353
2019-08-23,0.0022510186668387765
2019-08-26,0.009473320311707025
2019-08-27,-0.00254731080181633
2019-08-28,-0.0005175311423004951
2019-08-29,-0.0022967976471787743
2019-08-30,-0.0018775933469837754
2019-09-03,-0.00067566077842091
2019-09-04,0.0050392912501573215
2019-09-05,-0.0030883344817747723
2019-09-06,-0.002448985183033539
2019-09-09,-0.00221039542805303
2019-09-10,-0.0008097644384866551
2019-09-11,0.0028166963544425756
2019-09-12,-0.0034195973138231445
2019-09-13,0.000445259201583623
2019-09-16,-0.0008672851334907594
2019-09-17,0.0004097266927445024
2019-09-18,-0.002439035148506581
2019-09-19,0.0021161684950767685
2019-09-20,-0.0009925908722444587
2019-09-23,0.002365518214933738
2019-09-24,-0.0019981081726646796
2019-09-25,0.0036692712398144305
2019-09-26,-0.002701775614191392
2019-09-27,-0.00117931592873592
2019-09-30,0.002513552162331798
2019-10-01,-0.003222036718651405
2019-10-02,0.00519640614840973
2019-10-03,0.006249605079011809
2019-10-04,0.0035336321883220334
2019-10-07,-0.0061421183393114516
2019-10-08,0.00048381201801731954
2019-10-09,0.0054447958137234
2019-10-10,-0.0036590189714097985
2019-10-11,-0.0022582518956832656
2019-10-14,0.0008535759348151711
2019-10-15,-0.00229841360621243
2019-10-16,-0.0026842941406549172
2019-10-17,-0.0012579075410922894
2019-10-18,-0.001172565095375281
2019-10-21,0.0009807704536485802
2019-10-22,-0.002562216236667067
2019-10-23,8.797341875809578e-05
2019-10-24,-0.0016817005521475494
2019-10-25,-0.0002539063617711078
2019-10-28,-0.0019418265547239844
2019-10-29,-0.0015407452007427753
2019-10-30,-0.0007605199414972034
2019-10-31,-0.0009525238928739131
2019-11-01,0.0007220237390823964
2019-11-04,-0.0015599670779721563
2019-11-05,-0.001185568132319236
2019-11-06,-0.0012367828617663957
2019-11-07,-0.000987916216348912
2019-11-08,-9.57427965817526e-05
2019-11-11,-0.0004006124311096279
2019-11-12,0.0016039648974101465
2019-11-13,-0.0011292396671624028
2019-11-14,-0.00045787568325708974
2019-11-15,-0.0009170086436635447
2019-11-18,-0.0023751824897501658
2019-11-19,-0.00041805926252777527
2019-11-20,-0.0007018739010143959
2019-11-21,0.002070341157586443
2019-11-22,-0.0006775045117817726
2019-11-25,-0.0020802312613892125
2019-11-26,-0.002575008597342208
2019-11-27,-0.0016750149083462305
2019-11-29,-0.0021466073240251904
2019-12-02,-6.898683279081682e-05
2019-12-03,0.0022570169041983513
2019-12-04,0.007696253649254345
2019-12-05,-0.0030336847032517754
2019-12-06,-0.0014890541511730776
2019-12-09,-0.0028156771885611276
2019-12-10,-0.0014188169694432404
2019-12-11,-0.0007769292659565966
2019-12-12,-0.0013159436457350435
2019-12-13,0.00083023827479713
2019-12-16,-6.898947589278242e-05
2019-12-17,-0.0026229161760853914
2019-12-18,-0.0017035863176327985
2019-12-19,-0.0005858579402034658
2019-12-20,-0.0022305528286088207
2019-12-23,-0.0017431779138518096
2019-12-24,-0.0013624123789070068
2019-12-26,-0.0015492358610617882
2019-12-27,-0.0015447057012854641
2019-12-30,0.0007194905668796978
2019-12-31,0.0023190767406010213
2020-01-02,-0.002005213552945408
2020-01-03,-0.00046421415328068384
2020-01-06,0.003235601279188354
2020-01-07,-0.0007278511253480317
2020-01-08,9.321563224629938e-05
2020-01-09,-0.0005635718945588807
2020-01-10,-0.00219995473641551
2020-01-13,-0.0008643524775355784
2020-01-14,-0.0027345143632665136
2020-01-15,0.0005956366831320545
2020-01-16,-0.0005935349793686159
2020-01-17,-0.0024953334254334348
2020-01-21,-0.001002785824365495
2020-01-22,0.0009133502357769599
2020-01-23,-0.000478532963566414
2020-01-24,0.002099286750732841
2020-01-27,0.001876818614786586
2020-01-28,0.00988046527762205
2020-01-29,-0.004453608861882728
2020-01-30,-0.0013986865570032331
2020-01-31,3.8160251059745666e-05
2020-02-03,0.002687638399331149
2020-02-04,-0.0016381216631139329
2020-02-05,-0.0026027492492425473
2020-02-06,-0.002090178116794201
2020-02-07,-0.001961838145172823
2020-02-10,0.0019728857119874965
2020-02-11,-0.0032935097960468396
2020-02-12,-0.0004794641396363053
2020-02-13,-0.0017694400569378396
2020-02-14,0.0009864474420905487
2020-02-18,-0.0018416850129456923
2020-02-19,0.0013894409347347475
2020-02-20,-0.0024047791210588297
2020-02-21,0.0028718255416541006
2020-02-24,0.004021008064715517
2020-02-25,0.0216672437324939
2020-02-26,0.0051726966669785115
2020-02-27,0.005189840027103886
2020-02-28,0.015884089875347902
2020-03-02,0.017098505995601455
