,Residual
2019-04-09,-0.00039074305137268023
2019-04-10,0.0011220009361977345
2019-04-11,-0.0021880732412318422
2019-04-12,-0.0015696236705009187
2019-04-15,0.003270364499598024
2019-04-16,-0.002959806166829319
2019-04-17,-0.0008913592545523328
2019-04-18,-0.0011439661803799867
2019-04-22,-0.0009553631624779797
2019-04-23,-0.0027993113314944045
2019-04-24,-0.0005689695345654491
2019-04-25,-0.0011214451631127633
2019-04-26,0.0011503027270566117
2019-04-29,-0.0016641214577223454
2019-04-30,-0.0025530663849503334
2019-05-01,0.0003279398179121956
2019-05-02,0.001347873408881161
2019-05-03,0.00035016072313854337
2019-05-06,5.353477712251222e-05
2019-05-07,0.0069851547094305685
2019-05-08,0.005090124412597161
2019-05-09,-0.0024628323193372033
2019-05-10,0.0032245243156841727
2019-05-13,0.00043387476062352326
2019-05-14,0.007854031143374598
2019-05-15,-0.0040041748318103264
2019-05-16,-0.004545307125827611
2019-05-17,-0.0019385689639740203
2019-05-20,0.0004725754407910662
2019-05-21,-0.0012339240179594715
2019-05-22,-0.0020604296507989294
2019-05-23,-0.002854936120392058
2019-05-24,0.007261221278448138
2019-05-28,-0.0014731060502580426
2019-05-29,-0.0025509612367092243
2019-05-30,0.001998828507957174
2019-05-31,-0.0017378896447018512
2019-06-03,0.004926930708719284
2019-06-04,0.00039755459818686424
2019-06-05,-0.0002522753066907073
2019-06-06,-0.004759752268956529
2019-06-07,-0.002256420195969943
2019-06-10,0.001065278290028943
2019-06-11,0.0004402123695241983
2019-06-12,0.00017137468118116547
2019-06-13,-0.004476576194659116
2019-06-14,0.00011930541742873405
2019-06-17,-0.001157528122772004
2019-06-18,-0.0038639710429952435
2019-06-19,0.006444529054191418
2019-06-20,-0.0028848762891749563
2019-06-21,0.0036651729308693932
2019-06-24,-0.0030579108153557027
2019-06-25,-0.0036573608547599296
2019-06-26,-0.00038256817718303453
2019-06-27,0.00022773131344720407
2019-06-28,-0.0012249502400209066
2019-07-01,-0.0005979840794572517
2019-07-02,0.006803010484773549
2019-07-03,-0.003396870411589364
2019-07-05,-0.0030348344706136957
2019-07-08,0.001906952470706936
2019-07-09,9.374804879420245e-05
2019-07-10,-0.0030440338494741193
2019-07-11,0.0008548679862291041
2019-07-12,-0.0017264199486855423
2019-07-15,-0.003435688663743672
2019-07-16,-0.003299453773753718
2019-07-17,-0.0010978303669620304
2019-07-18,-0.0005222726273323881
2019-07-19,-0.00021411443206336821
2019-07-22,0.0016118649321008238
2019-07-23,-0.0014680950615680258
2019-07-24,-0.00027005420762877316
2019-07-25,-0.0025184655401806998
2019-07-26,0.001019336877758974
2019-07-29,-0.0002368222489316906
2019-07-30,-0.002271851248380242
2019-07-31,0.00019686610645894016
2019-08-01,0.003757384558768095
2019-08-02,0.006876275967028424
2019-08-05,0.002169078695068957
2019-08-06,0.012070854307894785
2019-08-07,0.000850538384942031
2019-08-08,0.003389453680050565
2019-08-09,-0.008107087583357122
2019-08-12,-0.002558739586395074
2019-08-13,-0.001576372270390999
2019-08-14,0.0051696187293998365
2019-08-15,0.005619202789126192
2019-08-16,-0.004384837013625575
2019-08-19,-0.004057674765502402
2019-08-20,0.0007931513519161271
2019-08-21,-0.00458125416137607
2019-08-22,-0.000494311979780308
2019-08-23,-0.00040933646055236507
2019-08-26,0.00552242748176362
2019-08-27,-0.0011016215612026457
2019-08-28,-0.0030915034458869877
2019-08-29,-0.0032327548205445394
2019-08-30,0.002934707795846595
2019-09-03,-0.003499857834324378
2019-09-04,0.001730603692354872
2019-09-05,-4.382724659390304e-05
2019-09-06,0.002348448852380579
2019-09-09,-0.007261338794706416
2019-09-10,-0.0026922776872677244
2019-09-11,0.0020806716025366014
2019-09-12,-0.003790713153351225
2019-09-13,-0.000668139378535897
2019-09-16,-0.0014836650488368342
2019-09-17,-0.0005457044504715378
2019-09-18,-0.00281135103568266
2019-09-19,0.002405599495615824
2019-09-20,-0.000903958084892238
2019-09-23,0.001771842218924527
2019-09-24,-0.002419324920353412
2019-09-25,0.004574015919751926
2019-09-26,-0.002535997174118336
2019-09-27,-0.0017642900661360723
2019-09-30,0.0024077619263749572
2019-10-01,-0.00237624006717895
2019-10-02,0.004487151278673858
2019-10-03,0.005232075727620399
2019-10-04,0.004736878927418232
2019-10-07,-0.0049618147934770655
2019-10-08,-0.0016512546498857888
2019-10-09,0.003714458587774588
2019-10-10,-0.0012135432432605602
2019-10-11,-0.002839504363931102
2019-10-14,0.006162053475909883
2019-10-15,-0.0059747695826329415
2019-10-16,-0.0019808121403725705
2019-10-17,-0.003711625548670938
2019-10-18,-0.0003828123806529386
2019-10-21,-0.0013165938540271828
2019-10-22,-0.000643688379702515
2019-10-23,-0.0015402931780433247
2019-10-24,-0.002293249653987932
2019-10-25,-0.0009714679000711142
2019-10-28,-0.0016821167017573892
2019-10-29,0.0013946303707833788
2019-10-30,-0.002227566641988093
2019-10-31,-0.001123681376448222
2019-11-01,-7.1603276627276585e-06
2019-11-04,0.0015707293944729707
2019-11-05,-1.4074587715308916e-05
2019-11-06,-0.0035269281169385373
2019-11-07,-0.0022095547717606405
2019-11-08,0.002018298045048751
2019-11-11,-0.0018350943565031592
2019-11-12,-7.133900165105442e-05
2019-11-13,-0.0013094910969143007
2019-11-14,-0.0009894365322142707
2019-11-15,-0.0015335883409177539
2019-11-18,-0.0003719821057828667
2019-11-19,-0.001548038735923598
2019-11-20,-0.0015459231871286097
2019-11-21,0.0014817617514609862
2019-11-22,-0.0014114070399061877
2019-11-25,-0.00230660369905352
2019-11-26,0.0003420260932230374
2019-11-27,-0.002495442291298026
2019-11-29,-0.0024757878320909883
2019-12-02,-0.0016357947056005358
2019-12-03,0.0015862135263162713
2019-12-04,0.00688490148683301
2019-12-05,5.983697053980018e-05
2019-12-06,-0.0029911932103262595
2019-12-09,0.0025284485422026083
2019-12-10,-0.004642835806396208
2019-12-11,-0.002200447254850196
2019-12-12,-0.0019356097624442445
2019-12-13,0.0035522722798385364
2019-12-16,-0.0014735211560598094
2019-12-17,0.0009855407453165056
2019-12-18,-0.003991255890102092
2019-12-19,-0.001984204158901638
2019-12-20,-0.002534927669871163
2019-12-23,-0.00023131153641034723
2019-12-24,-0.003001654328177618
2019-12-26,-0.0028396891041586707
2019-12-27,-0.0005504173033041536
2019-12-30,3.61859310532512e-05
2019-12-31,0.001129776784312004
2020-01-02,-0.0021418422730631013
2020-01-03,0.002419610950527803
2020-01-06,0.0015224764142304564
2020-01-07,-0.0014001976562022043
2020-01-08,-0.0010432328818840873
2020-01-09,0.00019390316371578446
2020-01-10,-0.0005080094824992474
2020-01-13,-0.0022896725127103217
2020-01-14,-0.0019232193596766482
2020-01-15,-0.00019407446419433382
2020-01-16,-0.0005608952602746565
2020-01-17,0.0004053909662964832
2020-01-21,-0.0019765734965693886
2020-01-22,-0.0007838217321110216
2020-01-23,0.0002234321070074324
2020-01-24,0.0008901627483685875
2020-01-27,0.0014620683804346573
2020-01-28,0.00863350416375214
2020-01-29,-0.0017310190642210888
2020-01-30,-0.0024973725692296923
2020-01-31,0.00014703404315718257
2020-02-03,0.0007803790373381702
2020-02-04,0.0010806035837144616
2020-02-05,0.004585349397472885
2020-02-06,-0.00137445940537184
2020-02-07,-0.006301215590034289
2020-02-10,-0.0007561025136059198
2020-02-11,-0.003903075313811448
2020-02-12,-0.00013898119295135958
2020-02-13,-0.00029550125276512837
2020-02-14,-0.0007886843079935417
2020-02-18,-0.0026310819813747596
2020-02-19,0.0006351903426985604
2020-02-20,-0.0012953906426886267
2020-02-21,0.0022594780733540083
2020-02-24,0.00281478055061757
2020-02-25,0.02071310516477856
2020-02-26,0.003958845266109387
2020-02-27,0.006862038559293904
2020-02-28,0.01549546774732672
2020-03-02,0.02797417168272872
