Date,Open,High,Low,Close
2019-04-12 9:45,984.55,984.62,983.11,983.45
2019-04-12 9:30,983.49,984.62,982.87,984.62
2019-04-11 16:15,979.13,979.13,979.13,979.13
2019-04-11 16:00,979.13,979.13,979.13,979.13
2019-04-11 15:45,979.63,980.01,979.22,979.63
2019-04-11 15:30,980.21,980.68,979.58,979.66
2019-04-11 15:15,979.84,980.32,979.83,980.2
2019-04-11 15:00,979.9,980.21,979.67,979.85
2019-04-11 14:45,980.13,980.21,979.81,979.94
2019-04-11 14:30,980.38,980.56,979.91,980.14
2019-04-11 14:15,981.07,981.07,980.41,980.41
2019-04-11 14:00,981.06,981.17,980.85,981.09
2019-04-11 13:45,980.74,981.28,980.74,981.07
2019-04-11 13:30,981.48,981.48,980.67,980.75
2019-04-11 13:15,981.26,981.56,981.26,981.51
2019-04-11 13:00,981.12,981.48,981.11,981.26
2019-04-11 12:45,981.1,981.28,980.88,981.17
2019-04-11 12:30,981.08,981.22,980.84,981.12
2019-04-11 12:15,981.44,981.44,980.88,981.09
2019-04-11 12:00,981.46,981.79,981.31,981.41
2019-04-11 11:45,981.56,981.92,981.2,981.44
2019-04-11 11:30,982.64,982.65,980.78,981.24
2019-04-11 11:15,983.15,983.44,982.22,982.71
2019-04-11 11:00,982.57,983.05,982.28,982.87
2019-04-11 10:45,982.78,982.87,982.15,982.48
2019-04-11 10:30,982.71,983.11,982.23,982.89
2019-04-11 10:15,981.76,982.81,981.55,982.81
2019-04-11 10:00,980.81,981.68,980.8,981.65
2019-04-11 9:45,981.1,981.51,980.18,980.45
2019-04-11 9:30,979.06,981.36,978.4,981.21
2019-04-10 16:15,977.48,977.48,977.48,977.48
2019-04-10 16:00,977.48,977.48,977.48,977.48
2019-04-10 15:45,978.24,978.24,977.08,977.18
2019-04-10 15:30,977.49,978.34,977.42,978.28
2019-04-10 15:15,977.59,977.8,977.16,977.49
2019-04-10 15:00,977.03,977.7,976.94,977.57
2019-04-10 14:45,976.86,977.05,976.82,977.02
2019-04-10 14:30,976.41,976.92,976.33,976.86
2019-04-10 14:15,976.91,977.62,976.32,976.47
2019-04-10 14:00,978.05,978.26,976.85,976.96
2019-04-10 13:45,977.85,978.04,977.67,978.03
2019-04-10 13:30,977.53,977.87,977.41,977.87
2019-04-10 13:15,977.05,977.71,977.04,977.51
2019-04-10 13:00,977.19,977.28,977.01,977.05
2019-04-10 12:45,976.93,977.25,976.8,977.19
2019-04-10 12:30,977.2,977.36,976.92,976.94
2019-04-10 12:15,976.84,977.31,976.84,977.17
2019-04-10 12:00,977.44,977.65,976.84,976.84
2019-04-10 11:45,977.11,977.4,976.7,977.4
2019-04-10 11:30,976.87,977.32,976.76,977.2
2019-04-10 11:15,976.98,977.15,976.31,976.89
2019-04-10 11:00,976.27,977.14,976.27,976.98
2019-04-10 10:45,976.89,977.25,976.18,976.27
2019-04-10 10:30,977.23,977.76,976.76,976.82
2019-04-10 10:15,976.51,977.26,976.35,977.26
2019-04-10 10:00,976.36,977.12,975.77,976.46
2019-04-10 9:45,976.61,977.02,975.86,976.37
2019-04-10 9:30,976.48,977.05,976.18,976.82
2019-04-09 16:15,974.43,974.43,974.43,974.43
2019-04-09 16:00,974.43,974.43,974.43,974.43
2019-04-09 15:45,974.5,974.77,973.71,974.21
2019-04-09 15:30,973.36,974.73,973.32,974.45
2019-04-09 15:15,973.35,973.65,973.33,973.35
2019-04-09 15:00,972.98,973.4,972.98,973.32
2019-04-09 14:45,972.73,973.26,972.61,973
2019-04-09 14:30,972.99,973.28,972.7,972.73
2019-04-09 14:15,972.94,973.38,972.94,972.97
2019-04-09 14:00,973.27,973.39,972.66,972.88
2019-04-09 13:45,972.85,973.28,972.77,973.27
2019-04-09 13:30,973.42,973.42,972.59,972.88
2019-04-09 13:15,973.57,973.66,973.17,973.44
2019-04-09 13:00,973.69,973.74,973.4,973.58
2019-04-09 12:45,974.75,974.77,973.7,973.72
2019-04-09 12:30,975.03,975.14,974.68,974.79
2019-04-09 12:15,974.72,975.22,974.72,975.06
2019-04-09 12:00,973.99,974.87,973.88,974.8
2019-04-09 11:45,973.76,974.15,973.62,974.04
2019-04-09 11:30,972.99,973.9,972.98,973.76
2019-04-09 11:15,973.73,974.08,972.84,973.02
2019-04-09 11:00,973.33,973.75,972.63,973.67
2019-04-09 10:45,972.47,973.33,972.24,973.25
2019-04-09 10:30,974.43,974.65,972.54,972.61
2019-04-09 10:15,972.92,974.41,972.86,974.41
2019-04-09 10:00,972.93,973.38,971.8,972.94
2019-04-09 9:45,973.1,973.59,972.18,972.95
2019-04-09 9:30,974.39,974.39,971.91,973.28
2019-04-08 16:15,978.82,978.82,978.82,978.82
2019-04-08 16:00,978.82,978.82,978.82,978.82
2019-04-08 15:45,977.87,978.64,977.87,978.64
2019-04-08 15:30,976.65,977.85,976.65,977.85
2019-04-08 15:15,976.32,976.83,976.3,976.83
2019-04-08 15:00,975.92,976.37,975.89,976.33
2019-04-08 14:45,976.43,976.43,975.78,975.89
2019-04-08 14:30,976.35,976.49,976.18,976.44
2019-04-08 14:15,976.61,976.67,976.27,976.45
2019-04-08 14:00,976.66,976.99,976.45,976.62
2019-04-08 13:45,976.2,976.66,975.98,976.66
2019-04-08 13:30,975.86,976.26,975.79,976.16
2019-04-08 13:15,975.22,975.85,975.1,975.85
2019-04-08 13:00,975.26,975.32,975,975.21
2019-04-08 12:45,975.26,975.52,975.21,975.28
2019-04-08 12:30,974.74,975.34,974.57,975.24
2019-04-08 12:15,974.21,974.76,973.73,974.76
2019-04-08 12:00,974.66,974.75,974.17,974.21
2019-04-08 11:45,974.95,975.01,974.55,974.66
2019-04-08 11:30,974.86,975.99,974.86,974.99
2019-04-08 11:15,975.53,975.6,974.5,974.81
2019-04-08 11:00,975.5,975.76,975.33,975.5
2019-04-08 10:45,975.32,976.07,975.09,975.52
2019-04-08 10:30,975.68,976.1,975.3,975.37
2019-04-08 10:15,975.71,976.5,975.55,975.57
2019-04-08 10:00,975.02,975.63,974.68,975.63
2019-04-08 9:45,975.98,975.99,974.76,975.18
2019-04-08 9:30,976.27,976.55,975.3,975.94
2019-04-05 16:15,978.21,978.21,978.21,978.21
2019-04-05 16:00,978.21,978.21,978.21,978.21
2019-04-05 15:45,977.31,977.63,977.08,977.63
2019-04-05 15:30,976.32,977.44,976.2,977.3
2019-04-05 15:15,975.74,976.48,975.59,976.32
2019-04-05 15:00,975.69,975.86,975.37,975.76
2019-04-05 14:45,975.74,975.82,975.44,975.76
2019-04-05 14:30,975.72,975.9,975.49,975.74
2019-04-05 14:15,975.89,976.04,975.45,975.73
2019-04-05 14:00,975.43,975.95,975.26,975.93
2019-04-05 13:45,975.18,975.45,974.98,975.45
2019-04-05 13:30,975.11,975.19,974.7,975.17
2019-04-05 13:15,974.95,975.21,974.73,975.08
2019-04-05 13:00,974.31,974.96,974.27,974.96
2019-04-05 12:45,974.39,974.58,974.18,974.38
2019-04-05 12:30,974.95,974.95,973.98,974.36
2019-04-05 12:15,975.36,975.56,974.84,974.89
2019-04-05 12:00,975.23,975.57,975.15,975.35
2019-04-05 11:45,975.69,975.71,975.24,975.29
2019-04-05 11:30,976.26,976.35,975.22,975.66
2019-04-05 11:15,977.38,977.38,975.84,976.31
2019-04-05 11:00,976.41,977.67,976.29,977.45
2019-04-05 10:45,976.62,977.59,976.36,976.36
2019-04-05 10:30,976.71,977.45,976.5,976.68
2019-04-05 10:15,976.64,977.61,976.54,976.7
2019-04-05 10:00,975.45,976.61,975.45,976.5
2019-04-05 9:45,975.51,976.03,975.32,975.44
2019-04-05 9:30,974.84,975.5,974.1,975.48
2019-04-04 16:15,973.45,973.45,973.45,973.45
2019-04-04 16:00,973.45,973.45,973.45,973.45
2019-04-04 15:45,972.59,973.37,972.54,973.35
2019-04-04 15:30,972.31,972.83,972.29,972.56
2019-04-04 15:15,972.14,972.43,972.05,972.32
2019-04-04 15:00,972.01,972.19,971.83,972.19
2019-04-04 14:45,971.88,972.12,971.68,971.98
2019-04-04 14:30,971.84,972.08,971.78,971.9
2019-04-04 14:15,972.09,972.4,971.83,971.86
2019-04-04 14:00,971.57,972.08,971.42,972.08
2019-04-04 13:45,971.67,971.81,971.57,971.57
2019-04-04 13:30,971.78,971.8,971.54,971.61
2019-04-04 13:15,971.39,971.89,971.39,971.77
2019-04-04 13:00,970.98,971.51,970.89,971.39
2019-04-04 12:45,970.59,971.07,970.16,971
2019-04-04 12:30,970.79,971.07,970.53,970.69
2019-04-04 12:15,970.91,970.95,970.06,970.8
2019-04-04 12:00,971.6,971.8,970.92,970.92
2019-04-04 11:45,971.89,972.16,971.5,971.72
2019-04-04 11:30,971.23,971.98,971.06,971.95
2019-04-04 11:15,971.23,971.25,970.1,971.25
2019-04-04 11:00,970.91,971.92,970.91,971.32
2019-04-04 10:45,970.53,971.3,970.53,970.91
2019-04-04 10:30,970.48,970.66,969.79,970.43
2019-04-04 10:15,971.27,971.49,970.49,970.49
2019-04-04 10:00,972.46,972.84,971.28,971.28
2019-04-04 9:45,972.29,973.04,972.21,972.37
2019-04-04 9:30,972.86,972.86,971.75,972.41
2019-04-03 16:15,971.66,971.66,971.66,971.66
2019-04-03 16:00,971.66,971.66,971.66,971.66
2019-04-03 15:45,970.75,971.38,970.67,970.99
2019-04-03 15:30,970.06,970.76,969.84,970.76
2019-04-03 15:15,969.84,970.13,969.47,970.1
2019-04-03 15:00,970.18,970.58,969.71,969.88
2019-04-03 14:45,969.72,970.35,969.72,970.21
2019-04-03 14:30,970.75,970.75,969.62,969.74
2019-04-03 14:15,970.13,970.84,969.77,970.78
2019-04-03 14:00,970.55,970.57,970.07,970.17
2019-04-03 13:45,971.26,971.26,970.5,970.57
2019-04-03 13:30,971.91,972.14,971.1,971.27
2019-04-03 13:15,971.92,971.96,971.45,971.88
2019-04-03 13:00,972.61,972.61,971.93,971.93
2019-04-03 12:45,973.21,973.21,972.59,972.59
2019-04-03 12:30,973.14,973.55,973,973.2
2019-04-03 12:15,973.41,973.41,972.55,973.06
2019-04-03 12:00,973.45,973.66,973.36,973.38
2019-04-03 11:45,972.61,973.73,972.61,973.49
2019-04-03 11:30,973.21,973.29,972.58,972.62
2019-04-03 11:15,973.78,973.78,972.61,973.2
2019-04-03 11:00,974.35,974.8,973.44,973.8
2019-04-03 10:45,974.48,974.57,973.43,974.41
2019-04-03 10:30,974.37,975.04,974.14,974.49
2019-04-03 10:15,973.2,974.62,973.2,974.31
2019-04-03 10:00,973.23,973.59,972.25,973.28
2019-04-03 9:45,973.22,973.7,972.59,973.27
2019-04-03 9:30,972.86,973.45,971.99,973.4
2019-04-02 16:15,970.43,970.43,970.43,970.43
2019-04-02 16:00,970.43,970.43,970.43,970.43
2019-04-02 15:45,969.82,970.24,969.62,970.18
2019-04-02 15:30,969.04,970.05,968.88,969.87
2019-04-02 15:15,969.08,969.13,968.91,969.01
2019-04-02 15:00,969.04,969.23,969.02,969.08
2019-04-02 14:45,969.3,969.38,968.75,969.02
2019-04-02 14:30,969.12,969.58,969.09,969.27
2019-04-02 14:15,968.67,969.15,968.6,969.15
2019-04-02 14:00,968.68,968.76,968.55,968.67
2019-04-02 13:45,968.81,968.82,968.37,968.63
2019-04-02 13:30,969.42,969.46,968.83,968.83
2019-04-02 13:15,969.62,969.71,969.28,969.41
2019-04-02 13:00,968.83,969.62,968.62,969.61
2019-04-02 12:45,968.93,968.94,968.56,968.82
2019-04-02 12:30,968.23,968.98,968.23,968.93
2019-04-02 12:15,968.68,968.68,967.99,968.21
2019-04-02 12:00,968.36,968.78,968.22,968.68
2019-04-02 11:45,968.03,968.91,968.03,968.41
2019-04-02 11:30,968.59,968.59,967.63,968.03
2019-04-02 11:15,967.2,968.97,967.18,968.41
2019-04-02 11:00,967.46,967.76,967,967.19
2019-04-02 10:45,967.36,968.34,967.01,967.52
2019-04-02 10:30,968.93,968.93,966.74,967.33
2019-04-02 10:15,968.58,968.79,968.25,968.69
2019-04-02 10:00,969.2,969.2,968.27,968.59
2019-04-02 9:45,967.99,969.25,967.99,969.1
2019-04-02 9:30,968.79,968.79,965.92,967.95
2019-04-01 16:15,967.69,967.69,967.69,967.69
2019-04-01 16:00,967.69,967.69,967.69,967.69
2019-04-01 15:45,967.37,967.59,967.16,967.54
2019-04-01 15:30,967.32,967.4,966.82,967.4
2019-04-01 15:15,966.62,967.48,966.62,967.33
2019-04-01 15:00,966.21,966.8,966.15,966.65
2019-04-01 14:45,965.84,966.41,965.84,966.28
2019-04-01 14:30,965.95,966.18,965.7,965.82
2019-04-01 14:15,966.8,966.86,965.97,965.97
2019-04-01 14:00,967.4,967.5,966.81,966.81
2019-04-01 13:45,966.8,967.37,966.7,967.31
2019-04-01 13:30,966.29,966.89,966.16,966.65
2019-04-01 13:15,966.56,966.6,966.09,966.31
2019-04-01 13:00,967.28,967.28,966.69,966.72
2019-04-01 12:45,966.9,967.3,966.71,967.3
2019-04-01 12:30,966.69,966.95,966.51,966.87
2019-04-01 12:15,965.73,966.78,965.73,966.69
2019-04-01 12:00,966.48,966.68,965.71,965.81
2019-04-01 11:45,966.04,966.69,965.79,966.55
2019-04-01 11:30,965.15,966.07,964.82,966.07
2019-04-01 11:15,964.96,965.98,964.96,965.55
2019-04-01 11:00,966.04,966.14,964.87,964.97
2019-04-01 10:45,966.26,966.8,966.04,966.05
2019-04-01 10:30,965.45,966.33,965.32,966.29
2019-04-01 10:15,963.92,965.62,963.92,965.53
2019-04-01 10:00,962.7,964.31,962.7,963.94
2019-04-01 9:45,964.12,964.3,962.35,962.59
2019-04-01 9:30,964.65,966.37,962.92,963.76
2019-03-29 16:15,959.5,959.5,959.5,959.5
2019-03-29 16:00,959.5,959.5,959.5,959.5
2019-03-29 15:45,960.04,960.44,959.69,959.71
2019-03-29 15:30,959.53,960.23,959.31,960.04
2019-03-29 15:15,959.91,960.32,959.51,959.51
2019-03-29 15:00,960.79,961.17,959.92,959.92
2019-03-29 14:45,960.53,961.29,960.37,960.85
2019-03-29 14:30,960.77,960.88,960.23,960.63
