Date,Open,High,Low,Close,,
2020-02-27 14:15,3042.82,3052.07,3032.95,3051.13,,
2020-02-27 14:00,3044.87,3049.37,3033.58,3042.91,,
2020-02-27 13:45,3044.66,3064.78,3042.79,3046,,
2020-02-27 13:30,3070.87,3075.48,3038.86,3044.49,,
2020-02-27 13:15,3091.91,3092.4,3071.06,3071.15,,
2020-02-27 13:00,3078.78,3093.05,3074.94,3091.99,,
2020-02-27 12:45,3088.31,3095.46,3079.63,3079.64,,
2020-02-27 12:30,3078.44,3097.07,3077.43,3088.22,,
2020-02-27 12:15,3084.26,3085.85,3064.96,3079.04,,
2020-02-27 12:00,3066.16,3084.37,3061.92,3084.37,,
2020-02-27 11:45,3045.05,3067.51,3037.8,3066.26,,
2020-02-27 11:30,3051.84,3058.34,3042.44,3045.22,,
2020-02-27 11:15,3062.11,3069.82,3052.03,3052.21,,
2020-02-27 11:00,3055.23,3068.64,3053.69,3061.91,,
2020-02-27 10:45,3021.3,3055.1,3021.3,3055.1,,
2020-02-27 10:30,3026.02,3029.7,3007.06,3021.52,,
2020-02-27 10:15,3046.68,3046.68,3023.71,3025.7,,
2020-02-27 10:00,3051.98,3058.17,3040.42,3047.07,,
2020-02-27 9:45,3050.68,3061.52,3034.24,3051.77,,
2020-02-27 9:30,3062.54,3068.21,3046.73,3051.13,,
2020-02-26 16:00,3116.53,3116.54,3116.39,3116.39,,
2020-02-26 15:45,3125.65,3126.62,3116.08,3116.72,,
2020-02-26 15:30,3122.74,3126.92,3118.52,3125.47,,
2020-02-26 15:15,3126.13,3135.5,3118.55,3122.77,,
2020-02-26 15:00,3116.12,3129.73,3115.91,3126.19,,
2020-02-26 14:45,3119.29,3126.17,3115.07,3115.33,,
2020-02-26 14:30,3124.09,3131.17,3116.87,3119.19,,
2020-02-26 14:15,3129.18,3132.15,3119,3123.82,,
2020-02-26 14:00,3112.62,3128.95,3109.63,3128.95,,
2020-02-26 13:45,3109.97,3131.78,3108.99,3112.75,,
2020-02-26 13:30,3142.06,3142.72,3109.98,3109.98,,
2020-02-26 13:15,3139.24,3145.2,3136.79,3142.7,,
2020-02-26 13:00,3145.23,3148.72,3137.68,3139.13,,
2020-02-26 12:45,3143.03,3150.62,3140.09,3145.14,,
2020-02-26 12:30,3144.48,3152.94,3142.64,3142.65,,
2020-02-26 12:15,3136.57,3142.8,3128.59,3142.02,,
2020-02-26 12:00,3155.89,3157.29,3134.28,3136.57,,
2020-02-26 11:45,3168.85,3168.85,3153.37,3155.55,,
2020-02-26 11:30,3176.76,3176.76,3167.7,3168.77,,
2020-02-26 11:15,3165.47,3178.49,3164.98,3177.02,,
2020-02-26 11:00,3173.62,3174.4,3162.8,3165.35,,
2020-02-26 10:45,3178.7,3182.51,3173.66,3173.66,,
2020-02-26 10:30,3166.04,3179.08,3165.68,3178.72,,
2020-02-26 10:15,3162.62,3172.1,3162.41,3165.65,,
2020-02-26 10:00,3156.15,3162.55,3148.79,3162.55,,
2020-02-26 9:45,3172.16,3172.71,3154.32,3156.81,,
2020-02-26 9:30,3139.9,3175.86,3139.9,3171.87,,
2020-02-25 16:00,3128.51,3128.51,3128.21,3128.21,,
2020-02-25 15:45,3130.3,3141.44,3123.66,3128.3,,
2020-02-25 15:30,3132.49,3133.44,3118.77,3129.77,,
2020-02-25 15:15,3141.46,3146.54,3127.23,3133.56,,
2020-02-25 15:00,3144.08,3156.88,3140.44,3141.57,,
2020-02-25 14:45,3137.34,3147.45,3133.1,3143.16,,
2020-02-25 14:30,3128.29,3137.53,3123.04,3137.42,,
2020-02-25 14:15,3147.03,3147.12,3127.75,3128.24,,
2020-02-25 14:00,3152.59,3153.25,3132.78,3146.86,,
2020-02-25 13:45,3165.17,3167.56,3152.54,3152.54,,
2020-02-25 13:30,3166.97,3166.97,3158.48,3165.36,,
2020-02-25 13:15,3172.23,3174.61,3163.77,3167.49,,
2020-02-25 13:00,3171.95,3178.5,3167.7,3173.62,,
2020-02-25 12:45,3179.83,3179.89,3171.78,3172.59,,
2020-02-25 12:30,3183.34,3192,3178.36,3179.94,,
2020-02-25 12:15,3192.83,3192.83,3181.53,3183.48,,
2020-02-25 12:00,3196.12,3198.3,3191.64,3193.05,,
2020-02-25 11:45,3185.05,3198.9,3185.05,3195.82,,
2020-02-25 11:30,3189.05,3194,3184.98,3185.07,,
2020-02-25 11:15,3190.77,3190.89,3177.22,3189.03,,
2020-02-25 11:00,3199.57,3203.17,3187.7,3190.8,,
2020-02-25 10:45,3212.24,3213.73,3186.83,3199.69,,
2020-02-25 10:30,3204.81,3212.72,3196.82,3212.35,,
2020-02-25 10:15,3227.25,3229.12,3202.2,3204.64,,
2020-02-25 10:00,3232.84,3236.75,3225.7,3227.24,,
2020-02-25 9:45,3230.53,3234.98,3223.17,3232.92,,
2020-02-25 9:30,3238.94,3246.99,3230.49,3230.56,,
2020-02-24 16:00,3226,3226,3225.89,3225.89,,
2020-02-24 15:45,3233.96,3242.16,3225.82,3225.92,,
2020-02-24 15:30,3242.4,3244.12,3233.31,3233.89,,
2020-02-24 15:15,3244.73,3247.75,3242.07,3242.36,,
2020-02-24 15:00,3248.91,3253.58,3244.02,3244.7,,
2020-02-24 14:45,3241.13,3250.33,3240.79,3248.79,,
2020-02-24 14:30,3237.87,3241.26,3235.47,3241.08,,
2020-02-24 14:15,3223.67,3239.09,3222.84,3237.86,,
2020-02-24 14:00,3231.72,3234.03,3223.9,3223.9,,
2020-02-24 13:45,3227.93,3233.25,3227.84,3231.8,,
2020-02-24 13:30,3227.02,3231.09,3224.95,3227.92,,
2020-02-24 13:15,3217.74,3227.55,3214.65,3227.43,,
2020-02-24 13:00,3224.92,3225.06,3217.12,3217.85,,
2020-02-24 12:45,3234.78,3234.8,3225.99,3226.02,,
2020-02-24 12:30,3228.25,3235.89,3224.08,3234.53,,
2020-02-24 12:15,3227.79,3232.39,3225.59,3228.35,,
2020-02-24 12:00,3236.45,3236.84,3227.25,3227.9,,
2020-02-24 11:45,3237.13,3241.42,3232.59,3237.19,,
2020-02-24 11:30,3244.92,3246.86,3235.81,3237.03,,
2020-02-24 11:15,3242.98,3250.26,3242.22,3244.88,,
2020-02-24 11:00,3249.15,3250.75,3241.28,3243.26,,
2020-02-24 10:45,3244.31,3250.52,3242.18,3249.53,,
2020-02-24 10:30,3245.12,3245.12,3238.11,3244.34,,
2020-02-24 10:15,3259.12,3259.81,3244.51,3245.43,,
2020-02-24 10:00,3253.95,3259.53,3251.23,3259.07,,
2020-02-24 9:45,3254.07,3257.75,3251.24,3254.6,,
2020-02-24 9:30,3257.61,3257.61,3231.52,3253.97,,
2020-02-21 16:00,3337.76,3337.76,3337.67,3337.75,,
2020-02-21 15:45,3331.9,3341.52,3331.9,3337.68,,
2020-02-21 15:30,3332.26,3334.12,3328.6,3331.71,,
2020-02-21 15:15,3333.95,3334.2,3330.76,3332.46,,
2020-02-21 15:00,3335.61,3336.53,3330.82,3334.07,,
2020-02-21 14:45,3336.3,3337.2,3333.01,3335.78,,
2020-02-21 14:30,3335.01,3337.51,3333.17,3336.31,,
2020-02-21 14:15,3333.4,3335.64,3330.36,3335.2,,
2020-02-21 14:00,3332.93,3336.3,3331.68,3333.42,,
2020-02-21 13:45,3335.48,3336.05,3328.45,3332.96,,
2020-02-21 13:30,3337.94,3337.96,3334.08,3335.54,,
2020-02-21 13:15,3339.67,3341.72,3337.93,3337.93,,
2020-02-21 13:00,3342.14,3344.96,3339.65,3339.65,,
2020-02-21 12:45,3343.88,3343.9,3340.34,3342.13,,
2020-02-21 12:30,3344.13,3345.1,3342.11,3343.97,,
2020-02-21 12:15,3346.46,3346.95,3343.5,3344.18,,
2020-02-21 12:00,3346.7,3350.46,3345.86,3346.5,,
2020-02-21 11:45,3347.13,3349.52,3344.46,3346.62,,
2020-02-21 11:30,3345.08,3347.33,3344.97,3347.13,,
2020-02-21 11:15,3342.84,3345.91,3339.66,3345.05,,
2020-02-21 11:00,3340.68,3343.79,3339.53,3342.86,,
2020-02-21 10:45,3335.39,3341.49,3332.87,3340.59,,
2020-02-21 10:30,3344.71,3344.71,3334.04,3335.51,,
2020-02-21 10:15,3339.39,3348.12,3339.13,3344.67,,
2020-02-21 10:00,3343.16,3344.47,3338.42,3339.48,,
2020-02-21 9:45,3346.31,3346.31,3336.55,3343.23,,
2020-02-21 9:30,3360.5,3360.76,3345.69,3348.45,,
2020-02-20 16:00,3372.92,3373.23,3372.92,3373.23,,
2020-02-20 15:45,3372.97,3375.05,3368.42,3372.83,,
2020-02-20 15:30,3370.55,3373,3370.19,3372.76,,
2020-02-20 15:15,3365.89,3371.61,3364.88,3370.56,,
2020-02-20 15:00,3369.88,3370.17,3364.24,3365.92,,
2020-02-20 14:45,3371.39,3371.67,3367.35,3369.64,,
2020-02-20 14:30,3366.71,3373.55,3366.71,3371.36,,
2020-02-20 14:15,3368.03,3369.73,3366.58,3366.79,,
2020-02-20 14:00,3361.66,3369.96,3361.66,3368.01,,
2020-02-20 13:45,3360.51,3363.79,3360.38,3361.47,,
2020-02-20 13:30,3364.82,3366.2,3360.1,3360.54,,
2020-02-20 13:15,3367.84,3368.67,3363.23,3364.82,,
2020-02-20 13:00,3359.77,3367.67,3357.83,3367.67,,
2020-02-20 12:45,3353.13,3360.1,3351.9,3359.92,,
2020-02-20 12:30,3352.56,3355.85,3350.04,3353.11,,
2020-02-20 12:15,3357.4,3357.4,3350.7,3352.12,,
2020-02-20 12:00,3357.17,3358.15,3348.99,3357.51,,
2020-02-20 11:45,3356.12,3362.73,3351.09,3357.64,,
2020-02-20 11:30,3362.31,3363.98,3341.02,3356.01,,
2020-02-20 11:15,3376.35,3376.35,3362.46,3362.54,,
2020-02-20 11:00,3386.69,3386.69,3376.55,3376.55,,
2020-02-20 10:45,3388.71,3389.15,3386.37,3386.52,,
2020-02-20 10:30,3386.05,3388.78,3385.92,3388.69,,
2020-02-20 10:15,3388.54,3388.56,3384.47,3386.11,,
2020-02-20 10:00,3385.61,3388.92,3385.04,3388.47,,
2020-02-20 9:45,3381.87,3386.71,3379.75,3385.27,,
2020-02-20 9:30,3380.45,3383.35,3377.92,3382.1,,
2020-02-19 16:00,3386.08,3386.15,3386.08,3386.15,,
2020-02-19 15:45,3387.43,3388.15,3385.08,3386.16,,
2020-02-19 15:30,3389.41,3390.09,3387.21,3387.45,,
2020-02-19 15:15,3388.71,3390.05,3388.46,3389.39,,
2020-02-19 15:00,3391.67,3392.14,3388.23,3388.73,,
2020-02-19 14:45,3393.03,3393.52,3391.24,3391.52,,
2020-02-19 14:30,3390.8,3392.91,3390.49,3392.9,,
2020-02-19 14:15,3390.96,3391.56,3390.02,3390.78,,
2020-02-19 14:00,3389.42,3391.28,3388.25,3390.96,,
2020-02-19 13:45,3390.11,3390.79,3388.68,3389.41,,
2020-02-19 13:30,3390.63,3390.84,3389.49,3390.1,,
2020-02-19 13:15,3390.46,3390.95,3389.84,3390.63,,
2020-02-19 13:00,3390.69,3391.47,3390.12,3390.45,,
2020-02-19 12:45,3391.17,3392.2,3390.41,3390.65,,
2020-02-19 12:30,3390.21,3391.42,3390.11,3391.18,,
2020-02-19 12:15,3389.89,3391.57,3389.89,3390.13,,
2020-02-19 12:00,3389.59,3389.96,3388.64,3389.86,,
2020-02-19 11:45,3388.8,3390.5,3388.7,3389.57,,
2020-02-19 11:30,3390.8,3391.07,3388.76,3388.79,,
2020-02-19 11:15,3390.4,3391.2,3389.89,3390.79,,
2020-02-19 11:00,3387.22,3390.49,3387.07,3390.42,,
2020-02-19 10:45,3386.28,3387.82,3385.35,3387.25,,
2020-02-19 10:30,3384.13,3386.3,3384.13,3386.3,,
2020-02-19 10:15,3383.1,3386,3382.8,3384.13,,
2020-02-19 10:00,3384.4,3384.72,3382.74,3383.1,,
2020-02-19 9:45,3383.06,3387.09,3382.99,3384.25,,
2020-02-19 9:30,3380.39,3384.68,3378.83,3382.9,,
2020-02-18 16:00,3370.44,3370.44,3370.28,3370.29,,
2020-02-18 15:45,3371.39,3371.47,3367.76,3370.34,,
2020-02-18 15:30,3372.1,3372.12,3369.51,3371.36,,
2020-02-18 15:15,3374.94,3375.01,3371.03,3372.13,,
2020-02-18 15:00,3372.35,3374.92,3371.62,3374.9,,
2020-02-18 14:45,3372.71,3373.14,3371.6,3372.32,,
2020-02-18 14:30,3372.18,3373.1,3370.41,3372.71,,
2020-02-18 14:15,3363.99,3372.61,3363.89,3372.2,,
2020-02-18 14:00,3365.5,3365.74,3363.3,3363.99,,
2020-02-18 13:45,3365.49,3366.89,3363.91,3365.46,,
2020-02-18 13:30,3367.15,3368.32,3365.27,3365.49,,
2020-02-18 13:15,3367.45,3367.74,3366.77,3367.14,,
2020-02-18 13:00,3364.95,3368.4,3364.89,3367.47,,
2020-02-18 12:45,3364.42,3365.67,3364.16,3364.89,,
2020-02-18 12:30,3361.34,3365.19,3361.34,3364.41,,
2020-02-18 12:15,3360.78,3361.72,3360.21,3361.25,,
2020-02-18 12:00,3355.79,3360.78,3355.61,3360.78,,
2020-02-18 11:45,3355.79,3359.41,3355.7,3355.8,,
2020-02-18 11:30,3358.07,3360.89,3355.74,3355.78,,
2020-02-18 11:15,3362.29,3363.74,3357.12,3358.08,,
2020-02-18 11:00,3367.37,3367.96,3362.35,3362.36,,
2020-02-18 10:45,3367.22,3369.94,3367.17,3367.35,,
2020-02-18 10:30,3363.73,3367.4,3363.73,3367.23,,
2020-02-18 10:15,3374.34,3374.47,3363.54,3363.73,,
2020-02-18 10:00,3373.82,3374.62,3370.54,3374.34,,
2020-02-18 9:45,3372.38,3374.47,3371.48,3373.82,,
2020-02-18 9:30,3369.04,3373.72,3365.69,3372.22,,
2020-02-14 16:00,3379.94,3380.16,3379.94,3380.16,,
2020-02-14 15:45,3375.24,3380.03,3375.24,3380.03,,
2020-02-14 15:30,3371.82,3375.42,3371.4,3375.07,,
2020-02-14 15:15,3370.37,3372.35,3369.29,3371.99,,
2020-02-14 15:00,3372.45,3373.12,3369.59,3370.34,,
2020-02-14 14:45,3373.92,3373.92,3371.48,3372.43,,
2020-02-14 14:30,3372.5,3375.9,3371.63,3373.91,,
2020-02-14 14:15,3370.25,3372.83,3366.15,3372.75,,
2020-02-14 14:00,3369.68,3372.65,3369.37,3370.25,,
2020-02-14 13:45,3372.28,3372.28,3369.02,3369.7,,
2020-02-14 13:30,3370.3,3372.8,3369.75,3372.31,,
2020-02-14 13:15,3371.33,3371.41,3368.86,3370.36,,
2020-02-14 13:00,3371.75,3373.39,3369.33,3371.28,,
2020-02-14 12:45,3373.12,3373.26,3370.36,3371.72,,
2020-02-14 12:30,3373.07,3374.48,3372.82,3373.1,,
2020-02-14 12:15,3374.42,3374.95,3371.98,3373.07,,
2020-02-14 12:00,3376.71,3377.39,3374.32,3374.5,,
2020-02-14 11:45,3378.64,3379.04,3376.23,3376.9,,
2020-02-14 11:30,3378.5,3379.18,3377.86,3378.65,,
2020-02-14 11:15,3379.32,3380.69,3378.05,3378.7,,
2020-02-14 11:00,3379.03,3379.46,3377.42,3379.32,,
2020-02-14 10:45,3375.78,3379.17,3375.63,3379.02,,
2020-02-14 10:30,3376.17,3377.46,3374.97,3375.86,,
2020-02-14 10:15,3372.09,3376.66,3371.66,3376.11,,
2020-02-14 10:00,3374.23,3376,3370.6,3372.04,,
2020-02-14 9:45,3375.84,3377.9,3373.25,3374.39,,
2020-02-14 9:30,3378.08,3380.51,3375.27,3375.81,,
2020-02-13 16:00,3374.32,3374.32,3373.94,3373.94,,
2020-02-13 15:45,3373.07,3376.7,3371.96,3374.41,,
2020-02-13 15:30,3378.26,3378.69,3372.55,3373.1,,
2020-02-13 15:15,3376.98,3379.44,3376.97,3378.35,,
2020-02-13 15:00,3382.8,3383.89,3376.75,3376.96,,
2020-02-13 14:45,3381.1,3384.11,3379.95,3382.78,,
2020-02-13 14:30,3380.3,3382.66,3380.3,3381.09,,
2020-02-13 14:15,3381.8,3383.32,3380.23,3380.32,,
2020-02-13 14:00,3382.57,3385.09,3380.58,3381.87,,
2020-02-13 13:45,3382.17,3383.9,3381.63,3382.61,,
2020-02-13 13:30,3379.41,3382.63,3378.87,3382.15,,
2020-02-13 13:15,3375.69,3379.45,3374.62,3379.42,,
2020-02-13 13:00,3376.36,3378.05,3375.67,3375.76,,
2020-02-13 12:45,3378.58,3380.53,3376.25,3376.25,,
2020-02-13 12:30,3380,3381.25,3378.08,3378.54,,
2020-02-13 12:15,3380.16,3381.43,3378.72,3379.97,,
2020-02-13 12:00,3377.01,3380.99,3377.01,3380.14,,
2020-02-13 11:45,3378.15,3378.26,3375.29,3377.13,,
2020-02-13 11:30,3377.62,3380.36,3377.55,3378.16,,
2020-02-13 11:15,3374.56,3378,3373.46,3377.61,,
2020-02-13 11:00,3374.94,3377.04,3374.62,3374.62,,
2020-02-13 10:45,3369.37,3375.19,3369.37,3374.91,,
2020-02-13 10:30,3367.42,3369.61,3365.67,3369.34,,
2020-02-13 10:15,3367.62,3368.73,3366.19,3367.58,,
2020-02-13 10:00,3365.83,3367.87,3360.72,3367.69,,
2020-02-13 9:45,3369.46,3372.7,3365.65,3365.77,,
2020-02-13 9:30,3365.9,3371.15,3360.52,3368.98,,
2020-02-12 16:00,3379.35,3379.45,3379.33,3379.45,,
2020-02-12 15:45,3379.13,3381.47,3378.66,3379.55,,
2020-02-12 15:30,3377.26,3379.4,3376.03,3379.25,,
2020-02-12 15:15,3375.51,3377.6,3374.77,3377.27,,
2020-02-12 15:00,3376.98,3378.84,3374.55,3375.5,,
2020-02-12 14:45,3376.05,3378.44,3376.05,3376.95,,
2020-02-12 14:30,3375.35,3376.59,3375.27,3376.02,,
2020-02-12 14:15,3375.57,3376.72,3375.38,3375.38,,
2020-02-12 14:00,3375.14,3376.63,3374.86,3375.56,,
2020-02-12 13:45,3374.51,3375.16,3373.24,3375.13,,
2020-02-12 13:30,3372.52,3374.66,3372.4,3374.53,,
2020-02-12 13:15,3372.79,3372.99,3370.63,3372.52,,
2020-02-12 13:00,3375.43,3375.75,3371.88,3372.81,,
2020-02-12 12:45,3377.2,3377.4,3374.56,3375.46,,
2020-02-12 12:30,3375.5,3377.41,3374.57,3377.13,,
2020-02-12 12:15,3374.14,3375.58,3373.9,3375.52,,
2020-02-12 12:00,3375.08,3376.34,3373.23,3374.12,,
2020-02-12 11:45,3374.73,3376.38,3373.95,3375.05,,
2020-02-12 11:30,3376.74,3376.97,3374.22,3374.68,,
2020-02-12 11:15,3373.34,3376.91,3372.73,3376.62,,
2020-02-12 11:00,3371.19,3374.29,3371.14,3373.35,,
2020-02-12 10:45,3371.52,3372.96,3370.22,3371.12,,
2020-02-12 10:30,3372.83,3374.63,3370.59,3371.49,,
2020-02-12 10:15,3372.56,3374.64,3371.99,3373.12,,
2020-02-12 10:00,3375.73,3376.78,3369.72,3372.59,,
2020-02-12 9:45,3374.7,3375.96,3371.13,3375.59,,
2020-02-12 9:30,3370.5,3377.83,3370.5,3374.71,,
2020-02-11 16:00,3357.81,3357.81,3357.74,3357.75,,
2020-02-11 15:45,3360.26,3360.74,3355.41,3357.92,,
2020-02-11 15:30,3358.06,3360.94,3356.53,3360.28,,
2020-02-11 15:15,3354.67,3358.16,3352.72,3358.04,,
2020-02-11 15:00,3360.26,3361.74,3354.51,3354.68,,
2020-02-11 14:45,3363.62,3363.87,3359.62,3360.15,,
2020-02-11 14:30,3360.99,3363.89,3360.26,3363.59,,
2020-02-11 14:15,3361.19,3362.56,3357.89,3360.76,,
2020-02-11 14:00,3363.66,3364.19,3359.69,3361.22,,
2020-02-11 13:45,3366.75,3367.01,3361.62,3363.56,,
2020-02-11 13:30,3367.15,3368.36,3366.08,3366.78,,
2020-02-11 13:15,3368.88,3368.98,3366.53,3367.06,,
2020-02-11 13:00,3367.9,3369.85,3367.4,3368.86,,
2020-02-11 12:45,3366.14,3367.94,3365.05,3367.89,,
2020-02-11 12:30,3366.08,3367.14,3365.06,3366.18,,
2020-02-11 12:15,3364.35,3367.16,3364.27,3365.95,,
2020-02-11 12:00,3363.83,3365.39,3362.91,3364.31,,
2020-02-11 11:45,3365.68,3366.24,3362.83,3363.69,,
2020-02-11 11:30,3368.38,3368.43,3361.47,3365.71,,
2020-02-11 11:15,3369.34,3371.43,3367.81,3368.33,,
2020-02-11 11:00,3370.79,3372.27,3369.31,3369.34,,
2020-02-11 10:45,3374.15,3374.38,3369.88,3370.82,,
2020-02-11 10:30,3374.66,3375.63,3371.79,3374.13,,
2020-02-11 10:15,3373.18,3374.86,3372.66,3374.67,,
2020-02-11 10:00,3365.93,3373.17,3365.93,3373.17,,
2020-02-11 9:45,3366.78,3368.17,3365.62,3365.71,,
2020-02-11 9:30,3365.87,3368.05,3360.86,3366.72,,
2020-02-10 16:00,3352.16,3352.16,3352.08,3352.09,,
2020-02-10 15:45,3346.55,3352.26,3345.15,3352.26,,
2020-02-10 15:30,3346.72,3347.03,3344.55,3346.51,,
2020-02-10 15:15,3345.58,3347.16,3344.75,3346.73,,
2020-02-10 15:00,3343.16,3346.86,3343.02,3345.48,,
2020-02-10 14:45,3339.66,3343.27,3339.46,3343.14,,
2020-02-10 14:30,3338.96,3340.08,3338.66,3339.67,,
2020-02-10 14:15,3337.18,3339.06,3337.18,3338.93,,
2020-02-10 14:00,3337.24,3337.39,3335.59,3337.09,,
2020-02-10 13:45,3337.67,3338.42,3336.4,3337.24,,
2020-02-10 13:30,3337.14,3338.72,3337.14,3337.67,,
2020-02-10 13:15,3337.59,3338.39,3337.12,3337.21,,
2020-02-10 13:00,3335.98,3337.96,3335.54,3337.57,,
2020-02-10 12:45,3336.46,3337.33,3335.07,3335.92,,
2020-02-10 12:30,3336.97,3337.49,3334.29,3336.46,,
2020-02-10 12:15,3338.04,3338.04,3335.78,3336.97,,
2020-02-10 12:00,3338.94,3338.94,3336.3,3338.07,,
2020-02-10 11:45,3339.09,3342.16,3338.39,3338.96,,
2020-02-10 11:30,3339.58,3340.7,3338.06,3339.05,,
2020-02-10 11:15,3337.7,3340.1,3337.36,3339.56,,
2020-02-10 11:00,3338.42,3340.19,3336.96,3337.69,,
2020-02-10 10:45,3340.32,3341.94,3338.03,3338.42,,
2020-02-10 10:30,3338.5,3342.12,3337.64,3340.35,,
2020-02-10 10:15,3333.59,3338.53,3333.59,3338.26,,
2020-02-10 10:00,3333.05,3335.52,3332.94,3333.63,,
2020-02-10 9:45,3329.5,3332.87,3326.05,3332.87,,
2020-02-10 9:30,3318.28,3329.7,3317.77,3329.63,,
2020-02-07 16:00,3327.66,3327.71,3327.64,3327.71,,
2020-02-07 15:45,3330.83,3331.81,3324.5,3327.77,,
2020-02-07 15:30,3328.1,3331.2,3327.73,3330.81,,
2020-02-07 15:15,3328.72,3329.61,3326.36,3328.11,,
2020-02-07 15:00,3329.18,3330.83,3327.45,3328.77,,
2020-02-07 14:45,3329.36,3329.71,3325.7,3329.13,,
2020-02-07 14:30,3325.6,3329.55,3325.59,3329.37,,
2020-02-07 14:15,3323.16,3325.81,3322.14,3325.45,,
2020-02-07 14:00,3328.38,3328.58,3322.12,3322.91,,
2020-02-07 13:45,3333.21,3333.26,3328.54,3328.54,,
2020-02-07 13:30,3336.94,3337.4,3332.18,3333.2,,
2020-02-07 13:15,3335.59,3336.91,3334.95,3336.91,,
2020-02-07 13:00,3337.72,3337.72,3335.53,3335.53,,
2020-02-07 12:45,3336.67,3338.09,3336.38,3337.73,,
2020-02-07 12:30,3340.16,3340.17,3336.6,3336.66,,
2020-02-07 12:15,3339.77,3340.7,3339.23,3340.15,,
2020-02-07 12:00,3337.56,3339.92,3336.5,3339.72,,
2020-02-07 11:45,3338.19,3338.19,3335.13,3337.62,,
2020-02-07 11:30,3339.08,3341.42,3338.14,3338.19,,
2020-02-07 11:15,3334.77,3339.73,3334.42,3339.15,,
2020-02-07 11:00,3334.36,3336.4,3332.07,3334.86,,
2020-02-07 10:45,3336.72,3337.46,3333.63,3334.43,,
2020-02-07 10:30,3335.37,3337.22,3333.45,3336.67,,
2020-02-07 10:15,3331.87,3335.56,3330.23,3335.34,,
2020-02-07 10:00,3328.9,3332.09,3325.54,3331.98,,
2020-02-07 9:45,3329.39,3333.8,3327.75,3328.83,,
2020-02-07 9:30,3335.54,3335.54,3326.14,3329.6,,
2020-02-06 16:00,3345.74,3345.79,3345.72,3345.78,,
2020-02-06 15:45,3344.93,3347.11,3342.99,3345.76,,
2020-02-06 15:30,3342.2,3345.84,3342.2,3344.93,,
